Graph(num_nodes=20, num_edges=292,
      ndata_schemes={'_ID': Scheme(shape=(), dtype=torch.int64)}
      edata_schemes={'_ID': Scheme(shape=(), dtype=torch.int64)})
cuda:1
Namespace(alpha=0.999, aug='1st', batch_size=32, beta1=0.9, beta2=0.999, clip_norm=1.0, cv=False, cvrun=-1, dataset='dgl', degree_embedding_size=16, epochs=100, exp='Pretrain', finetune=False, fold_idx=0, freq_embedding_size=16, gpu=0, hidden_size=64, learning_rate=0.005, load_path=None, lr_decay_epochs=[120, 160, 200], lr_decay_rate=0.0, max_degree=512, max_edge_freq=16, max_node_freq=16, moco=True, model='gin', model_folder='saved/Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_momentum_0.999', model_name='Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_momentum_0.999', model_path='saved', momentum=0.9, nce_k=16384, nce_t=0.07, norm=True, num_copies=12, num_layer=5, num_samples=2000, num_workers=24, optimizer='adam', positional_embedding_size=32, print_freq=10, readout='avg', restart_prob=0.8, resume='', rw_hops=256, save_freq=1, seed=0, set2set_iter=6, set2set_lstm_layer=3, subgraph_size=128, tb_folder='tensorboard/Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_momentum_0.999', tb_freq=50, tb_path='tensorboard', weight_decay=1e-05)
Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_momentum_0.999
Use GPU: 0 for training
setting random seeds
before construct dataset 5.254283905029297
load graph done
before construct dataloader 5.254283905029297
before training 5.254283905029297
using queue shape: (16384,64)
==> training...
moco1
moco2
moco3
moco4
Train: [0][1/1500]	BT 20.379 (20.379)	DT 19.080 (19.080)	loss 5.540 (5.540)	prob 5.742 (5.742)	GS 33.891 (33.891)	mem 74.267
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
Train: [20][1310/1500]	BT 0.047 (0.274)	DT 0.000 (0.237)	loss 9.551 (8.189)	prob 3.452 (3.563)	GS 28.734 (30.767)	mem 76.231
Train: [20][1320/1500]	BT 0.051 (0.273)	DT 0.005 (0.235)	loss 8.487 (8.191)	prob 4.031 (3.657)	GS 35.625 (31.051)	mem 76.232
Train: [20][1330/1500]	BT 0.027 (0.276)	DT 0.000 (0.239)	loss 9.379 (8.276)	prob 3.475 (3.494)	GS 33.453 (31.915)	mem 76.232
Train: [20][1340/1500]	BT 0.031 (0.274)	DT 0.000 (0.237)	loss 8.052 (8.218)	prob 3.756 (3.500)	GS 33.203 (31.930)	mem 76.233
Train: [20][1350/1500]	BT 0.029 (0.278)	DT 0.001 (0.241)	loss 7.731 (8.247)	prob 4.193 (3.510)	GS 30.578 (32.032)	mem 76.235
Train: [20][1360/1500]	BT 0.039 (0.276)	DT 0.001 (0.239)	loss 8.333 (8.110)	prob 3.052 (3.285)	GS 35.969 (32.370)	mem 76.235
Train: [20][1370/1500]	BT 0.039 (0.274)	DT 0.001 (0.237)	loss 8.293 (8.157)	prob 3.897 (3.168)	GS 34.594 (32.624)	mem 76.234
Train: [20][1380/1500]	BT 0.038 (0.276)	DT 0.001 (0.238)	loss 7.802 (8.163)	prob 3.850 (3.287)	GS 32.500 (32.557)	mem 76.241
Train: [20][1390/1500]	BT 0.029 (0.274)	DT 0.001 (0.237)	loss 7.520 (8.176)	prob 5.132 (3.367)	GS 33.000 (32.546)	mem 76.242
Train: [20][1400/1500]	BT 0.038 (0.275)	DT 0.001 (0.238)	loss 8.324 (8.165)	prob 3.708 (3.461)	GS 35.359 (32.987)	mem 76.242
Train: [20][1410/1500]	BT 0.025 (0.273)	DT 0.000 (0.236)	loss 8.272 (8.160)	prob 3.568 (3.699)	GS 36.703 (31.717)	mem 76.243
Train: [20][1420/1500]	BT 0.034 (0.276)	DT 0.002 (0.239)	loss 8.677 (8.157)	prob 3.764 (3.495)	GS 31.547 (32.047)	mem 76.232
Train: [20][1430/1500]	BT 0.030 (0.274)	DT 0.000 (0.237)	loss 8.426 (8.151)	prob 3.739 (3.407)	GS 34.875 (32.499)	mem 76.232
Train: [20][1440/1500]	BT 0.053 (0.273)	DT 0.006 (0.236)	loss 8.485 (8.171)	prob 3.320 (3.342)	GS 34.938 (32.802)	mem 76.231
Train: [20][1450/1500]	BT 0.038 (0.275)	DT 0.001 (0.238)	loss 8.310 (8.252)	prob 3.710 (3.214)	GS 33.812 (32.940)	mem 76.122
Train: [20][1460/1500]	BT 0.030 (0.275)	DT 0.000 (0.238)	loss 8.752 (8.145)	prob 3.455 (3.657)	GS 32.531 (31.553)	mem 75.867
Train: [20][1470/1500]	BT 0.026 (0.274)	DT 0.000 (0.237)	loss 8.372 (8.103)	prob 3.412 (3.348)	GS 36.281 (32.078)	mem 36.669
Train: [20][1480/1500]	BT 1.559 (0.273)	DT 1.520 (0.236)	loss 8.313 (8.153)	prob 3.587 (3.234)	GS 34.234 (32.203)	mem 11.235
Train: [20][1490/1500]	BT 0.025 (0.271)	DT 0.000 (0.235)	loss 8.404 (8.114)	prob 2.845 (3.223)	GS 37.594 (32.268)	mem 11.235
Train: [20][1500/1500]	BT 0.025 (0.270)	DT 0.000 (0.233)	loss 9.342 (8.113)	prob 1.734 (3.181)	GS 34.719 (32.500)	mem 11.234
Train: [20][1510/1500]	BT 0.026 (0.269)	DT 0.000 (0.232)	loss 8.191 (8.160)	prob 3.063 (3.555)	GS 35.531 (31.613)	mem 11.199
epoch 20, total time 405.93
==> Saving...
==> Saving...
==> training...
moco1
moco2
moco3
moco4
Train: [21][1/1500]	BT 18.373 (18.373)	DT 18.317 (18.317)	loss 7.458 (7.458)	prob 2.668 (2.668)	GS 28.812 (28.812)	mem 74.493
Train: [21][10/1500]	BT 0.048 (2.329)	DT 0.002 (2.291)	loss 7.984 (7.889)	prob 3.165 (3.082)	GS 37.844 (32.998)	mem 74.896
Train: [21][20/1500]	BT 0.048 (1.185)	DT 0.000 (1.147)	loss 8.947 (8.020)	prob 2.355 (2.805)	GS 39.047 (33.686)	mem 74.898
Train: [21][30/1500]	BT 0.038 (0.965)	DT 0.000 (0.926)	loss 8.068 (8.037)	prob 3.473 (2.859)	GS 31.078 (33.321)	mem 74.987
Train: [21][40/1500]	BT 0.037 (0.748)	DT 0.001 (0.710)	loss 8.290 (8.033)	prob 3.899 (2.936)	GS 30.766 (33.264)	mem 74.988
Train: [21][50/1500]	BT 0.342 (0.624)	DT 0.304 (0.586)	loss 8.246 (8.044)	prob 3.172 (2.993)	GS 37.484 (33.156)	mem 74.995
Train: [21][60/1500]	BT 0.037 (0.577)	DT 0.000 (0.539)	loss 8.551 (8.080)	prob 3.443 (3.609)	GS 33.875 (31.200)	mem 74.899
Train: [21][70/1500]	BT 0.037 (0.500)	DT 0.001 (0.462)	loss 8.339 (8.038)	prob 3.365 (3.530)	GS 34.484 (31.677)	mem 74.906
Train: [21][80/1500]	BT 0.027 (0.500)	DT 0.000 (0.462)	loss 8.050 (8.005)	prob 2.367 (3.369)	GS 36.047 (32.216)	mem 74.923
Train: [21][90/1500]	BT 0.027 (0.448)	DT 0.000 (0.411)	loss 8.234 (7.987)	prob 3.704 (3.356)	GS 32.562 (32.164)	mem 74.924
Train: [21][100/1500]	BT 0.079 (0.408)	DT 0.020 (0.371)	loss 8.880 (7.985)	prob 3.086 (3.334)	GS 32.531 (32.037)	mem 74.928
Train: [21][110/1500]	BT 0.037 (0.418)	DT 0.001 (0.382)	loss 8.209 (8.057)	prob 3.622 (3.316)	GS 33.219 (32.500)	mem 74.930
Train: [21][120/1500]	BT 0.038 (0.390)	DT 0.001 (0.354)	loss 8.331 (8.070)	prob 2.635 (3.115)	GS 30.703 (32.700)	mem 74.930
Train: [21][130/1500]	BT 0.037 (0.402)	DT 0.001 (0.364)	loss 7.905 (8.008)	prob 3.638 (3.050)	GS 30.734 (33.020)	mem 75.182
Train: [21][140/1500]	BT 0.036 (0.383)	DT 0.001 (0.346)	loss 7.931 (8.016)	prob 3.337 (3.071)	GS 34.531 (32.882)	mem 75.643
Train: [21][150/1500]	BT 0.038 (0.360)	DT 0.001 (0.323)	loss 7.871 (8.028)	prob 4.380 (3.128)	GS 29.906 (32.459)	mem 75.888
Train: [21][160/1500]	BT 0.039 (0.360)	DT 0.001 (0.323)	loss 8.134 (7.876)	prob 2.378 (3.223)	GS 35.312 (33.587)	mem 76.038
Train: [21][170/1500]	BT 0.039 (0.349)	DT 0.001 (0.312)	loss 8.555 (8.071)	prob 2.756 (2.942)	GS 38.219 (33.855)	mem 76.135
Train: [21][180/1500]	BT 0.040 (0.340)	DT 0.001 (0.303)	loss 7.641 (8.014)	prob 3.246 (2.790)	GS 32.750 (33.389)	mem 76.137
Train: [21][190/1500]	BT 0.067 (0.339)	DT 0.011 (0.302)	loss 9.605 (8.092)	prob 2.095 (2.795)	GS 35.750 (33.239)	mem 76.140
Train: [21][200/1500]	BT 0.038 (0.331)	DT 0.000 (0.292)	loss 8.640 (8.061)	prob 2.901 (2.846)	GS 35.609 (33.046)	mem 76.127
Train: [21][210/1500]	BT 0.038 (0.342)	DT 0.001 (0.303)	loss 8.633 (8.089)	prob 3.138 (2.743)	GS 36.016 (32.297)	mem 76.128
Train: [21][220/1500]	BT 0.039 (0.328)	DT 0.001 (0.290)	loss 7.897 (8.030)	prob 3.005 (2.578)	GS 30.078 (32.041)	mem 76.128
Train: [21][230/1500]	BT 0.039 (0.316)	DT 0.001 (0.278)	loss 8.939 (8.145)	prob 2.130 (2.410)	GS 33.906 (33.059)	mem 76.131
Train: [21][240/1500]	BT 0.042 (0.316)	DT 0.001 (0.277)	loss 8.949 (8.111)	prob 2.272 (2.427)	GS 35.781 (33.011)	mem 76.133
Train: [21][250/1500]	BT 0.079 (0.312)	DT 0.011 (0.273)	loss 8.757 (8.135)	prob 3.307 (2.465)	GS 34.672 (33.127)	mem 76.135
Train: [21][260/1500]	BT 0.086 (0.312)	DT 0.016 (0.272)	loss 8.005 (8.043)	prob 3.191 (2.531)	GS 33.812 (32.727)	mem 76.135
Train: [21][270/1500]	BT 0.039 (0.312)	DT 0.001 (0.272)	loss 8.182 (8.017)	prob 2.310 (2.620)	GS 33.297 (32.536)	mem 76.137
Train: [21][280/1500]	BT 0.040 (0.304)	DT 0.001 (0.264)	loss 8.654 (8.148)	prob 2.549 (2.404)	GS 38.375 (32.745)	mem 76.138
Train: [21][290/1500]	BT 0.040 (0.299)	DT 0.001 (0.259)	loss 8.003 (8.131)	prob 3.566 (2.385)	GS 31.578 (32.421)	mem 76.140
Train: [21][300/1500]	BT 0.037 (0.302)	DT 0.001 (0.263)	loss 8.739 (8.206)	prob 3.127 (2.424)	GS 34.344 (32.437)	mem 76.160
Train: [21][310/1500]	BT 0.068 (0.294)	DT 0.032 (0.254)	loss 7.990 (8.225)	prob 3.058 (2.595)	GS 30.406 (32.116)	mem 76.160
Train: [21][320/1500]	BT 0.027 (0.299)	DT 0.000 (0.260)	loss 8.889 (8.253)	prob 1.560 (2.450)	GS 34.547 (31.915)	mem 76.165
Train: [21][330/1500]	BT 0.033 (0.291)	DT 0.001 (0.252)	loss 8.465 (8.280)	prob 2.162 (2.453)	GS 32.500 (32.071)	mem 76.165
Train: [21][340/1500]	BT 0.037 (0.294)	DT 0.001 (0.255)	loss 8.127 (8.274)	prob 2.506 (2.379)	GS 33.391 (32.411)	mem 76.170
Train: [21][350/1500]	BT 0.037 (0.287)	DT 0.001 (0.248)	loss 8.234 (8.283)	prob 2.882 (2.392)	GS 31.281 (32.237)	mem 76.169
Train: [21][360/1500]	BT 0.037 (0.280)	DT 0.001 (0.241)	loss 8.534 (8.633)	prob 3.151 (2.520)	GS 30.359 (32.233)	mem 76.170
Train: [21][370/1500]	BT 0.030 (0.286)	DT 0.000 (0.248)	loss 7.958 (8.554)	prob 3.798 (2.651)	GS 28.047 (32.085)	mem 76.176
Train: [21][380/1500]	BT 0.024 (0.280)	DT 0.000 (0.241)	loss 8.438 (8.497)	prob 3.057 (2.756)	GS 34.547 (32.389)	mem 76.178
Train: [21][390/1500]	BT 0.045 (0.285)	DT 0.000 (0.246)	loss 8.238 (8.447)	prob 3.395 (2.809)	GS 30.938 (32.173)	mem 76.183
Train: [21][400/1500]	BT 0.037 (0.279)	DT 0.000 (0.240)	loss 8.865 (8.506)	prob 3.292 (2.739)	GS 35.891 (32.318)	mem 76.183
Train: [21][410/1500]	BT 0.036 (0.276)	DT 0.001 (0.237)	loss 8.454 (8.348)	prob 2.414 (2.406)	GS 34.859 (33.856)	mem 76.183
Train: [21][420/1500]	BT 0.038 (0.280)	DT 0.000 (0.241)	loss 9.275 (8.405)	prob 3.094 (2.565)	GS 32.266 (33.275)	mem 76.183
Train: [21][430/1500]	BT 0.037 (0.274)	DT 0.001 (0.235)	loss 8.691 (8.430)	prob 2.914 (2.644)	GS 34.891 (33.397)	mem 76.184
Train: [21][440/1500]	BT 0.038 (0.275)	DT 0.001 (0.236)	loss 7.917 (8.402)	prob 3.648 (2.763)	GS 34.234 (33.203)	mem 76.184
Train: [21][450/1500]	BT 0.037 (0.270)	DT 0.001 (0.231)	loss 9.110 (8.426)	prob 2.490 (2.748)	GS 32.703 (32.921)	mem 76.184
Train: [21][460/1500]	BT 0.083 (0.282)	DT 0.003 (0.243)	loss 8.390 (8.229)	prob 4.168 (3.010)	GS 28.703 (31.481)	mem 76.185
Train: [21][470/1500]	BT 0.100 (0.278)	DT 0.010 (0.238)	loss 8.298 (8.285)	prob 3.846 (3.217)	GS 29.781 (30.764)	mem 76.185
Train: [21][480/1500]	BT 0.043 (0.328)	DT 0.002 (0.288)	loss 8.627 (8.319)	prob 3.367 (3.103)	GS 30.906 (30.853)	mem 76.185
Train: [21][490/1500]	BT 0.038 (0.332)	DT 0.000 (0.292)	loss 7.903 (8.327)	prob 3.780 (3.046)	GS 32.391 (31.704)	mem 76.190
Train: [21][500/1500]	BT 0.030 (0.326)	DT 0.000 (0.286)	loss 9.219 (8.374)	prob 2.640 (2.938)	GS 35.531 (31.799)	mem 76.192
Train: [21][510/1500]	BT 0.036 (0.320)	DT 0.000 (0.280)	loss 8.369 (8.218)	prob 3.688 (3.038)	GS 31.922 (30.766)	mem 76.193
Train: [21][520/1500]	BT 0.037 (0.320)	DT 0.001 (0.280)	loss 8.301 (8.246)	prob 3.434 (3.189)	GS 36.422 (31.691)	mem 76.195
Train: [21][530/1500]	BT 0.063 (0.315)	DT 0.013 (0.275)	loss 8.784 (8.308)	prob 2.591 (3.097)	GS 32.703 (31.965)	mem 76.195
Train: [21][540/1500]	BT 0.072 (0.321)	DT 0.016 (0.281)	loss 8.249 (8.279)	prob 3.582 (3.064)	GS 33.672 (31.955)	mem 76.197
Train: [21][550/1500]	BT 0.031 (0.316)	DT 0.001 (0.276)	loss 7.931 (8.231)	prob 3.612 (3.021)	GS 33.234 (32.273)	mem 76.197
Train: [21][560/1500]	BT 0.027 (0.320)	DT 0.000 (0.280)	loss 8.369 (8.252)	prob 3.692 (3.173)	GS 33.078 (33.205)	mem 76.199
Train: [21][570/1500]	BT 0.037 (0.315)	DT 0.000 (0.275)	loss 8.215 (8.176)	prob 3.337 (3.070)	GS 33.750 (33.430)	mem 76.200
Train: [21][580/1500]	BT 0.075 (0.322)	DT 0.011 (0.282)	loss 9.001 (8.167)	prob 3.042 (3.128)	GS 34.547 (33.423)	mem 76.201
Train: [21][590/1500]	BT 0.058 (0.318)	DT 0.011 (0.277)	loss 8.663 (8.148)	prob 2.932 (3.173)	GS 33.766 (33.110)	mem 76.202
Train: [21][600/1500]	BT 0.032 (0.313)	DT 0.000 (0.273)	loss 8.452 (8.137)	prob 3.755 (3.151)	GS 31.125 (33.052)	mem 76.202
Train: [21][610/1500]	BT 0.033 (0.321)	DT 0.000 (0.281)	loss 8.629 (8.240)	prob 3.104 (3.136)	GS 38.000 (33.983)	mem 76.202
Train: [21][620/1500]	BT 0.037 (0.317)	DT 0.001 (0.277)	loss 7.653 (8.201)	prob 4.476 (3.321)	GS 31.531 (33.781)	mem 76.202
Train: [21][630/1500]	BT 0.064 (0.320)	DT 0.004 (0.280)	loss 8.197 (8.201)	prob 4.164 (3.305)	GS 29.469 (33.406)	mem 76.235
Train: [21][640/1500]	BT 0.059 (0.316)	DT 0.001 (0.276)	loss 7.998 (8.230)	prob 3.532 (3.182)	GS 35.484 (33.014)	mem 76.235
Train: [21][650/1500]	BT 0.072 (0.312)	DT 0.006 (0.272)	loss 8.133 (8.185)	prob 2.775 (3.232)	GS 37.094 (32.793)	mem 76.237
Train: [21][660/1500]	BT 0.033 (0.317)	DT 0.001 (0.276)	loss 7.941 (8.217)	prob 4.422 (3.567)	GS 31.391 (32.536)	mem 76.235
Train: [21][670/1500]	BT 0.072 (0.315)	DT 0.002 (0.274)	loss 8.899 (8.256)	prob 2.545 (3.244)	GS 33.453 (32.721)	mem 76.235
Train: [21][680/1500]	BT 0.043 (0.333)	DT 0.001 (0.292)	loss 8.080 (8.200)	prob 3.729 (3.235)	GS 33.469 (32.967)	mem 76.237
Train: [21][690/1500]	BT 0.039 (0.329)	DT 0.001 (0.288)	loss 8.530 (8.141)	prob 3.710 (3.228)	GS 33.891 (32.843)	mem 76.238
Train: [21][700/1500]	BT 0.029 (0.330)	DT 0.000 (0.290)	loss 8.039 (8.143)	prob 3.418 (3.238)	GS 32.469 (32.721)	mem 76.239
Train: [21][710/1500]	BT 0.039 (0.326)	DT 0.001 (0.286)	loss 8.144 (8.013)	prob 4.530 (3.502)	GS 30.812 (32.025)	mem 76.241
Train: [21][720/1500]	BT 0.038 (0.327)	DT 0.000 (0.286)	loss 8.225 (7.986)	prob 3.999 (3.498)	GS 34.984 (32.063)	mem 76.240
Train: [21][730/1500]	BT 0.042 (0.323)	DT 0.001 (0.283)	loss 7.696 (7.972)	prob 3.893 (3.431)	GS 32.156 (32.311)	mem 76.241
Train: [21][740/1500]	BT 0.039 (0.319)	DT 0.001 (0.279)	loss 8.277 (7.998)	prob 3.968 (3.446)	GS 31.391 (32.406)	mem 76.241
Train: [21][750/1500]	BT 0.067 (0.320)	DT 0.009 (0.279)	loss 7.914 (7.997)	prob 3.670 (3.409)	GS 29.484 (32.479)	mem 76.240
Train: [21][760/1500]	BT 0.054 (0.317)	DT 0.006 (0.276)	loss 7.840 (7.928)	prob 3.811 (3.470)	GS 33.750 (33.217)	mem 76.239
Train: [21][770/1500]	BT 0.039 (0.318)	DT 0.001 (0.277)	loss 8.427 (8.047)	prob 3.929 (3.223)	GS 32.891 (32.873)	mem 76.241
Train: [21][780/1500]	BT 0.039 (0.314)	DT 0.001 (0.274)	loss 7.618 (8.017)	prob 4.459 (3.318)	GS 32.453 (32.603)	mem 76.240
Train: [21][790/1500]	BT 0.040 (0.312)	DT 0.001 (0.272)	loss 7.833 (7.983)	prob 3.815 (3.394)	GS 34.453 (32.263)	mem 76.240
Train: [21][800/1500]	BT 0.112 (0.317)	DT 0.018 (0.276)	loss 7.942 (7.998)	prob 4.131 (3.322)	GS 33.719 (32.462)	mem 76.239
Train: [21][810/1500]	BT 2.308 (0.317)	DT 2.275 (0.276)	loss 8.209 (7.866)	prob 3.647 (3.652)	GS 35.719 (30.727)	mem 76.239
Train: [21][820/1500]	BT 0.031 (0.327)	DT 0.000 (0.286)	loss 8.131 (7.987)	prob 4.148 (3.571)	GS 30.969 (32.082)	mem 76.255
Train: [21][830/1500]	BT 0.081 (0.324)	DT 0.011 (0.283)	loss 7.660 (7.925)	prob 3.544 (3.489)	GS 32.469 (32.220)	mem 76.257
Train: [21][840/1500]	BT 0.058 (0.324)	DT 0.011 (0.283)	loss 7.686 (7.942)	prob 3.234 (3.408)	GS 31.016 (32.311)	mem 76.247
Train: [21][850/1500]	BT 0.030 (0.335)	DT 0.000 (0.293)	loss 8.114 (7.919)	prob 3.471 (3.355)	GS 35.391 (32.687)	mem 76.245
Train: [21][860/1500]	BT 0.028 (0.331)	DT 0.000 (0.290)	loss 7.923 (7.979)	prob 2.589 (3.145)	GS 33.469 (33.273)	mem 76.244
Train: [21][870/1500]	BT 4.208 (0.332)	DT 4.176 (0.291)	loss 7.993 (7.925)	prob 4.314 (3.200)	GS 30.375 (33.288)	mem 76.247
Train: [21][880/1500]	BT 0.064 (0.329)	DT 0.004 (0.288)	loss 7.771 (7.958)	prob 3.762 (3.217)	GS 31.844 (33.029)	mem 76.247
Train: [21][890/1500]	BT 0.038 (0.326)	DT 0.001 (0.285)	loss 8.526 (7.963)	prob 2.915 (3.207)	GS 35.688 (33.557)	mem 76.249
Train: [21][900/1500]	BT 0.029 (0.336)	DT 0.000 (0.295)	loss 8.087 (7.932)	prob 3.236 (3.199)	GS 35.094 (33.827)	mem 76.257
Train: [21][910/1500]	BT 0.027 (0.332)	DT 0.000 (0.291)	loss 7.340 (7.785)	prob 3.289 (3.309)	GS 33.406 (31.359)	mem 76.258
Train: [21][920/1500]	BT 0.026 (0.334)	DT 0.000 (0.293)	loss 7.473 (7.842)	prob 3.800 (3.060)	GS 30.578 (31.569)	mem 76.251
Train: [21][930/1500]	BT 0.038 (0.330)	DT 0.001 (0.289)	loss 7.502 (7.842)	prob 2.850 (2.983)	GS 31.281 (32.144)	mem 76.251
Train: [21][940/1500]	BT 0.094 (0.327)	DT 0.025 (0.286)	loss 8.615 (7.889)	prob 2.607 (2.988)	GS 38.531 (32.466)	mem 76.249
Train: [21][950/1500]	BT 0.024 (0.329)	DT 0.000 (0.288)	loss 8.153 (7.911)	prob 3.147 (2.882)	GS 32.141 (32.478)	mem 76.253
Train: [21][960/1500]	BT 0.037 (0.326)	DT 0.001 (0.285)	loss 8.113 (8.073)	prob 3.165 (2.801)	GS 33.141 (31.111)	mem 76.254
Train: [21][970/1500]	BT 0.038 (0.325)	DT 0.001 (0.285)	loss 8.565 (8.094)	prob 2.225 (2.746)	GS 33.828 (31.910)	mem 76.266
Train: [21][980/1500]	BT 0.038 (0.323)	DT 0.001 (0.282)	loss 8.217 (8.094)	prob 1.720 (2.645)	GS 33.656 (32.558)	mem 76.266
Train: [21][990/1500]	BT 0.037 (0.325)	DT 0.000 (0.285)	loss 8.190 (8.098)	prob 4.091 (2.663)	GS 35.719 (32.320)	mem 76.264
Train: [21][1000/1500]	BT 0.037 (0.323)	DT 0.001 (0.282)	loss 8.016 (8.164)	prob 2.191 (2.660)	GS 35.547 (32.758)	mem 76.264
Train: [21][1010/1500]	BT 0.037 (0.320)	DT 0.001 (0.280)	loss 8.249 (8.131)	prob 2.647 (2.553)	GS 32.031 (32.478)	mem 76.284
Train: [21][1020/1500]	BT 0.027 (0.322)	DT 0.000 (0.281)	loss 8.705 (8.246)	prob 2.153 (2.597)	GS 32.828 (32.057)	mem 76.166
Train: [21][1030/1500]	BT 0.029 (0.319)	DT 0.000 (0.279)	loss 8.623 (8.288)	prob 2.628 (2.484)	GS 35.344 (32.189)	mem 76.168
Train: [21][1040/1500]	BT 0.038 (0.319)	DT 0.001 (0.279)	loss 8.132 (8.238)	prob 2.752 (2.480)	GS 33.312 (32.441)	mem 76.169
Train: [21][1050/1500]	BT 0.038 (0.316)	DT 0.001 (0.276)	loss 8.869 (8.259)	prob 2.296 (2.415)	GS 36.672 (32.662)	mem 76.170
Train: [21][1060/1500]	BT 0.038 (0.313)	DT 0.001 (0.273)	loss 8.712 (8.456)	prob 3.373 (2.994)	GS 37.781 (33.366)	mem 76.169
Train: [21][1070/1500]	BT 0.069 (0.315)	DT 0.011 (0.275)	loss 8.567 (8.341)	prob 3.344 (3.101)	GS 32.047 (32.548)	mem 76.171
Train: [21][1080/1500]	BT 0.029 (0.327)	DT 0.000 (0.287)	loss 8.159 (8.331)	prob 3.809 (3.070)	GS 36.609 (32.564)	mem 76.189
Train: [21][1090/1500]	BT 0.029 (0.325)	DT 0.000 (0.285)	loss 8.636 (8.306)	prob 3.010 (3.070)	GS 31.172 (32.343)	mem 76.191
Train: [21][1100/1500]	BT 0.046 (0.325)	DT 0.006 (0.285)	loss 8.504 (8.302)	prob 3.582 (3.042)	GS 36.188 (32.370)	mem 76.179
Train: [21][1110/1500]	BT 0.031 (0.323)	DT 0.000 (0.283)	loss 8.014 (8.066)	prob 2.845 (3.449)	GS 32.672 (31.230)	mem 76.180
Train: [21][1120/1500]	BT 0.060 (0.320)	DT 0.002 (0.280)	loss 7.786 (8.151)	prob 4.099 (3.377)	GS 34.641 (32.087)	mem 76.179
Train: [21][1130/1500]	BT 0.066 (0.325)	DT 0.015 (0.285)	loss 7.812 (8.235)	prob 3.253 (3.210)	GS 39.453 (32.777)	mem 76.178
Train: [21][1140/1500]	BT 0.082 (0.323)	DT 0.014 (0.283)	loss 8.430 (8.232)	prob 3.613 (3.196)	GS 34.453 (32.795)	mem 76.178
Train: [21][1150/1500]	BT 0.027 (0.325)	DT 0.001 (0.284)	loss 8.225 (8.245)	prob 2.520 (3.141)	GS 36.266 (33.010)	mem 76.178
Train: [21][1160/1500]	BT 0.038 (0.322)	DT 0.001 (0.282)	loss 8.096 (8.250)	prob 3.240 (2.958)	GS 30.031 (32.241)	mem 76.178
Train: [21][1170/1500]	BT 0.039 (0.320)	DT 0.001 (0.280)	loss 9.658 (8.458)	prob 2.947 (2.939)	GS 35.875 (33.194)	mem 76.178
Train: [21][1180/1500]	BT 0.031 (0.324)	DT 0.000 (0.283)	loss 8.211 (8.381)	prob 3.954 (3.053)	GS 28.625 (33.163)	mem 76.177
Train: [21][1190/1500]	BT 0.039 (0.321)	DT 0.001 (0.281)	loss 8.420 (8.371)	prob 3.252 (3.078)	GS 32.078 (33.183)	mem 76.178
Train: [21][1200/1500]	BT 0.028 (0.322)	DT 0.000 (0.282)	loss 9.133 (8.360)	prob 3.639 (3.137)	GS 34.203 (33.153)	mem 76.180
Train: [21][1210/1500]	BT 0.039 (0.319)	DT 0.001 (0.279)	loss 8.323 (8.116)	prob 3.379 (3.492)	GS 35.906 (33.853)	mem 76.181
Train: [21][1220/1500]	BT 0.039 (0.317)	DT 0.001 (0.277)	loss 8.231 (8.204)	prob 3.436 (3.500)	GS 33.297 (32.997)	mem 76.182
Train: [21][1230/1500]	BT 0.040 (0.317)	DT 0.001 (0.277)	loss 8.826 (8.217)	prob 3.725 (3.433)	GS 37.719 (32.998)	mem 76.184
Train: [21][1240/1500]	BT 0.039 (0.315)	DT 0.001 (0.275)	loss 8.349 (8.247)	prob 3.561 (3.455)	GS 36.062 (33.032)	mem 76.184
Train: [21][1250/1500]	BT 0.048 (0.316)	DT 0.001 (0.276)	loss 8.149 (8.209)	prob 2.899 (3.514)	GS 37.922 (32.945)	mem 76.182
